time,s	strain,%	stress,MPa	stressDrop,MPa	strainDropLength
2360.4	15.7329	329.65158	0.41475	0.00538
220.2	1.46665	114.25684	0.42105	0.00138
2238.2	14.91834	321.03263	0.42105	0.004
2399.4	15.99286	332.25	0.42105	0.00538
2236.4	14.90636	320.88842	0.42105	0.00531
448.2	2.9865	148.84211	0.42106	0.00261
204.8	1.364	110.37474	0.42106	0.0014
286.2	1.9066	123.91474	0.42106	0.00801
365.4	2.43452	135.63789	0.42106	0.00268
6901.0	45.9998	481.32895	0.42107	0.01201
2111.6	14.07442	311.98	0.42737	0.00271
2168.2	14.45172	316.26316	0.42738	0.004
266.6	1.77597	121.12526	0.42789	0.00269
141.2	0.94004	99.25	0.4279	0.00401
706.4	4.70764	181.06579	0.4279	0.00131
498.8	3.32372	154.43421	0.4279	0.00271
4137.6	27.5794	422.28947	0.43422	0.01061
3762.6	25.0798	407.23053	0.43474	0.00801
2166.4	14.43972	316.19053	0.44054	0.00531
2562.2	17.07806	343.17789	0.44106	0.0053
293.0	1.95197	124.46737	0.44106	0.00131
1691.0	11.27078	278.73053	0.44106	0.0027
2050.8	13.66914	307.54632	0.44106	0.004
454.0	3.02508	148.04632	0.44107	0.0027
616.6	4.10898	169.47368	0.44737	0.00401
2788.0	18.58322	357.34842	0.44737	0.0053
363.2	2.4199	135.76947	0.44737	0.00132
339.4	2.2612	132.61158	0.44738	0.0027
370.4	2.46788	135.89474	0.4537	0.0027
3419.4	22.792	391.59895	0.45421	0.008
2208.6	14.72106	319.41474	0.45421	0.00531
434.0	2.89184	144.90789	0.45422	0.0027
440.0	2.93182	146.28947	0.46053	0.0027
590.2	3.93306	166.32895	0.46054	0.00263
2285.8	15.23558	325.04632	0.46106	0.00409
2260.6	15.06766	323.08526	0.46684	0.004
2358.8	15.72222	329.55895	0.46684	0.00539
804.0	5.35818	191.27632	0.46685	0.0013
455.6	3.03578	148.10526	0.46737	0.00269
487.8	3.25044	151.21053	0.46738	0.00132
1317.6	8.78176	246.39474	0.46738	0.00132
183.2	1.21999	107.55263	0.47368	0.00401
2592.8	17.28204	346.28947	0.47369	0.00393
208.8	1.39068	110.47368	0.47369	0.00132
5916.8	39.4392	468.66421	0.47369	0.00541
396.0	2.6385	140.34211	0.4737	0.00268
8123.2	54.1468	466.28316	0.4737	0.0186
554.2	3.69302	161.64474	0.4737	0.00138
372.8	2.48388	135.73684	0.48	0.0026
8152.4	54.3414	460.39474	0.48001	0.01081
2212.2	14.74504	320.26316	0.48001	0.00531
269.8	1.79726	122.10526	0.48001	0.00131
629.0	4.19164	170.89474	0.48001	0.00401
1436.6	9.57502	256.48684	0.48052	0.00263
5911.6	39.4046	469.55263	0.48685	0.0108
4208.2	28.05	426.05263	0.48685	0.008
282.6	1.88261	123.73053	0.48737	0.0027
6048.8	40.3192	470.50632	0.49316	0.0054
348.6	2.32256	132.87474	0.49316	0.0027
3080.2	20.531	374.00632	0.49316	0.00401
8127.8	54.1774	465.54632	0.49369	0.01341
1684.8	11.2295	278.13158	0.49369	0.00261
366.2	2.4399	135.52632	0.49369	0.0026
59.8	0.39744	82.73053	0.4937	0.0014
7418.4	49.4488	482.02632	0.4937	0.00521
3178.0	21.1828	379.52	0.5	0.0068
290.0	1.93189	124.02	0.5	0.0027
2210.4	14.73306	319.76316	0.5	0.00399
273.8	1.82395	122.08526	0.5	0.00131
5108.6	34.052	453.92105	0.50631	0.01061
2234.8	14.89566	320.87474	0.50632	0.00533
3389.8	22.5946	389.89474	0.50633	0.008
2165.0	14.43034	316.11842	0.50685	0.00409
73.4	0.48809	85.46053	0.50685	0.0027
269.0	1.79196	121.84842	0.51264	0.00131
4684.8	31.227	441.84842	0.51264	0.0092
1290.4	8.60046	244.57263	0.51368	0.00271
447.0	2.9785	147.91474	0.51369	0.00269
8130.4	54.1948	465.03263	0.51947	0.016
2326.4	15.50624	327.67105	0.51947	0.00539
7429.8	49.5246	485.85526	0.51948	0.0068
1437.2	9.57902	256.00632	0.51949	0.00531
1894.2	12.62532	295.80947	0.52	0.00531
215.0	1.43197	111.99368	0.52	0.0014
3465.8	23.1014	394.73684	0.52631	0.0066
2912.2	19.41114	364.84842	0.52631	0.00663
3470.2	23.1306	394.87474	0.52632	0.0094
38.4	0.25482	77.76316	0.52632	0.0027
86.2	0.57344	87.98	0.52632	0.00132
388.8	2.59044	139.14474	0.52633	0.00279
2110.0	14.06382	311.90105	0.53263	0.00393
969.4	6.46076	209.80947	0.53316	0.00131
34.4	0.22814	76.30947	0.53316	0.0013
463.6	3.08914	150.16421	0.53895	0.0027
1792.2	11.9454	287.78947	0.53947	0.00401
126.4	0.84139	96.5	0.53947	0.0054
2008.4	13.3865	304.89474	0.53949	0.0054
2003.4	13.35322	303.80947	0.54	0.00531
361.8	2.41052	135.80947	0.54	0.0027
262.8	1.75059	120.98684	0.54579	0.0027
1941.2	12.93856	299.53263	0.5458	0.004
5695.8	37.9662	464.71684	0.5458	0.0134
64.0	0.42551	83.55263	0.54631	0.00262
1796.0	11.9707	288.57263	0.54632	0.00531
331.0	2.20524	130.68421	0.54633	0.00131
2641.0	17.60336	348.07895	0.54633	0.00393
1942.8	12.94924	299.63158	0.55263	0.004
277.0	1.84532	122.65789	0.55263	0.00262
2533.4	16.88606	341.52632	0.55264	0.004
2152.2	14.34508	315.61842	0.55264	0.00401
8150.6	54.3294	460.86842	0.55896	0.01081
1892.6	12.61464	296.05263	0.55896	0.00531
87.6	0.58274	89.43421	0.55947	0.00269
1837.6	12.24804	291.69737	0.55948	0.004
2994.2	19.95774	369.64474	0.55949	0.0093
412.6	2.74914	141.90105	0.56526	0.00268
2049.2	13.65846	307.46737	0.56633	0.004
1101.2	7.33928	225.61842	0.5721	0.00269
8146.0	54.2988	461.93421	0.57211	0.0134
2397.8	15.98216	332.14474	0.57212	0.00409
454.8	3.03048	148.17789	0.57894	0.00269
3121.8	20.8082	377.15789	0.57894	0.00401
504.8	3.36378	155.34211	0.57895	0.0053
2233.2	14.88498	320.75	0.57896	0.00409
618.2	4.11966	170.71684	0.58526	0.00401
1938.2	12.91856	299.24316	0.58527	0.00271
7392.8	49.2782	482.98	0.58527	0.01321
3532.0	23.5426	396.92737	0.58527	0.008
326.2	2.17324	129.87474	0.58528	0.00263
2599.6	17.3274	346.00632	0.58528	0.00662
293.6	1.95596	124.71053	0.58528	0.00132
751.2	5.00618	185.98	0.59158	0.00271
2206.8	14.70898	319.27632	0.59211	0.00531
2205.2	14.69838	319.14474	0.59843	0.00531
621.8	4.14366	170.11158	0.59843	0.00269
64.8	0.43081	83.65158	0.59896	0.00262
2324.8	15.49562	327.53263	0.60526	0.00531
1609.2	10.7255	273.25	0.60526	0.004
1939.6	12.92796	299.42105	0.60526	0.00531
1240.6	8.26846	239.30947	0.60527	0.00271
218.4	1.45465	113.5	0.60527	0.0027
1736.0	11.5708	282.66421	0.60527	0.00263
1454.4	9.69366	257.36842	0.61159	0.00263
4564.0	30.4218	437.62526	0.6121	0.01061
876.6	5.8421	199.36842	0.61842	0.004
258.2	1.72	119.22368	0.61843	0.00531
586.4	3.90768	166.09211	0.61843	0.00132
379.0	2.52516	137.56579	0.62475	0.0027
2710.8	18.0686	352.92105	0.62526	0.00538
131.6	0.87607	97.33579	0.62526	0.00269
2284.0	15.22368	325.02632	0.63158	0.004
62.0	0.41213	83.09895	0.63158	0.0027
453.4	3.02118	148.08526	0.63789	0.0013
415.6	2.76912	142.56579	0.63842	0.0027
4663.6	31.0856	441.65158	0.63842	0.0094
163.0	1.08536	103.11158	0.64422	0.00269
3119.2	20.791	376.84211	0.64475	0.008
1384.0	9.22434	251.90105	0.65105	0.00139
663.2	4.4196	175.90105	0.65105	0.00401
2163.4	14.41974	316.00632	0.65107	0.00391
2357.0	15.71022	329.54632	0.65158	0.00539
457.2	3.04646	148.02	0.65159	0.0013
4064.0	27.0888	420.48684	0.65789	0.00661
340.0	2.2652	132.20421	0.65789	0.0027
114.6	0.76274	94.90105	0.65789	0.0027
422.2	2.81318	144.53947	0.65789	0.00262
35.4	0.23483	76.50632	0.6579	0.00269
1923.4	12.81992	299.05895	0.6579	0.004
2000.4	13.33322	303.59211	0.6579	0.004
2817.6	18.7805	359.84211	0.6579	0.00541
614.2	4.09298	170.02632	0.65791	0.0027
325.6	2.16926	130.05895	0.66421	0.00131
1546.2	10.30554	266.86842	0.66422	0.00398
2259.0	15.05698	323.03947	0.66474	0.00539
519.0	3.45844	156.65158	0.66474	0.00398
3222.4	21.4788	381.85526	0.67105	0.00681
8142.6	54.2762	462.59895	0.67159	0.02121
5532.2	36.8756	462.88158	0.67737	0.01081
2203.6	14.68768	318.96053	0.67737	0.00538
1741.2	11.6054	283.99368	0.67789	0.00401
371.4	2.4745	136.80947	0.67789	0.00269
1158.6	7.72186	229.36211	0.6779	0.0027
2108.4	14.05312	311.89474	0.67791	0.004
2833.2	18.88454	360.21053	0.67791	0.0066
2819.4	18.7925	359.83579	0.68421	0.00401
55.2	0.36676	81.93421	0.68421	0.00271
2047.6	13.64786	307.36842	0.68422	0.004
2150.4	14.33308	315.32211	0.68422	0.004
426.4	2.84118	144.62526	0.68422	0.00261
547.4	3.64772	162.16421	0.68422	0.00132
948.8	6.32344	209.43421	0.68422	0.00131
2560.4	17.06606	343.28316	0.68422	0.00401
1957.2	13.04528	302.13158	0.68422	0.00263
4460.0	29.7286	433.22368	0.69106	0.00401
239.4	1.59467	116.48	0.69685	0.00131
1998.8	13.32254	303.45368	0.69685	0.004
403.4	2.68786	140.85526	0.69737	0.00131
6066.6	40.4378	473.51316	0.69738	0.0108
236.4	1.57468	116.21053	0.69738	0.00269
380.6	2.53586	138.46053	0.69738	0.00268
512.0	3.41176	156.38842	0.6979	0.0027
2002.0	13.34384	303.73053	0.69791	0.004
1891.0	12.60394	295.85526	0.70368	0.004
2488.2	16.58482	338.63789	0.70369	0.004
1697.0	11.31076	280.88158	0.70369	0.004
100.6	0.66948	91.98684	0.70369	0.00262
398.8	2.65718	140.73684	0.70421	0.0027
2145.2	14.2984	314.80947	0.70421	0.004
2423.0	16.15016	334.05263	0.70422	0.00541
411.8	2.74384	141.73053	0.71053	0.00139
1054.2	7.02596	220.80263	0.71053	0.00268
531.0	3.5384	158.00632	0.71053	0.00138
181.4	1.20808	106.94105	0.71053	0.00391
2674.0	17.82334	350.59211	0.71054	0.00522
5308.6	35.3852	458.64474	0.71054	0.01201
2147.0	14.3104	314.98	0.71684	0.004
451.6	3.00918	148.36842	0.71684	0.00122
2757.4	18.37922	355.34211	0.71685	0.00541
324.0	2.15856	129.95368	0.72316	0.00131
1093.0	7.2846	224.15158	0.72421	0.004
654.8	4.36364	174.20421	0.72421	0.0013
3126.8	20.8416	376.84842	0.73	0.0066
456.4	3.04116	148.25	0.73	0.00262
396.6	2.6425	139.87474	0.73	0.00268
152.0	1.01201	101.77632	0.73001	0.00138
51.4	0.34147	80.85526	0.73001	0.00401
8164.8	54.4242	457.08526	0.73001	0.01721
253.8	1.69062	118.28947	0.73052	0.0027
2413.2	16.0849	333.92105	0.73052	0.00392
3038.6	20.2536	372.15158	0.73054	0.00801
8182.4	54.5414	451.85526	0.73684	0.0106
2148.6	14.32108	315.17105	0.73684	0.00531
1092.0	7.27792	224.18421	0.73685	0.00268
1678.8	11.18944	278.68421	0.73685	0.00268
466.8	3.11044	150.95368	0.73685	0.00268
634.8	4.2303	172.36842	0.74316	0.0027
292.2	1.94658	124.48	0.74317	0.0014
1739.4	11.5934	284.22368	0.74368	0.0067
1494.6	9.96162	262.20421	0.74368	0.00268
5554.2	37.0222	463.51316	0.7437	0.00801
1543.6	10.28824	265.90105	0.74947	0.00268
128.2	0.85339	97.45368	0.74948	0.00269
1836.0	12.23726	291.23053	0.75685	0.00279
683.4	4.55432	177.18421	0.75685	0.00131
2106.8	14.04244	311.78316	0.75685	0.00401
324.8	2.16394	130.09895	0.76316	0.00132
305.2	2.03324	127.35526	0.77	0.00268
223.0	1.48533	113.90789	0.77631	0.00531
1010.4	6.73402	215.78316	0.77685	0.00268
3021.0	20.1364	371.78947	0.78315	0.00941
207.2	1.37999	111.03947	0.78947	0.0027
312.6	2.0826	128.11842	0.78947	0.00271
1936.6	12.90788	299.13158	0.78947	0.00409
301.4	2.00794	126.96053	0.78949	0.00262
417.2	2.77982	143.55263	0.80263	0.00269
2776.6	18.50716	356.75684	0.80316	0.00541
2231.6	14.87428	320.77632	0.80895	0.00409
3208.2	21.3842	380.88158	0.80895	0.0066
81.2	0.54007	87.42737	0.80895	0.00408
523.0	3.48512	158.55263	0.80948	0.0026
1803.2	12.01868	289.26316	0.80949	0.00268
383.8	2.55722	138.72368	0.81579	0.00262
2693.4	17.95266	349.86211	0.81579	0.004
1151.8	7.67658	229.94737	0.81579	0.0013
1099.2	7.32598	224.54632	0.8158	0.0026
697.4	4.64758	179.78316	0.8158	0.00139
175.8	1.17071	105.65158	0.82263	0.00262
298.4	1.98795	126.21684	0.82843	0.0013
1021.4	6.80736	216.80263	0.82895	0.00263
1638.0	10.91748	274.81579	0.82896	0.00401
2466.4	16.4395	337.48684	0.83526	0.0093
2450.4	16.33286	337.43421	0.83527	0.0053
1790.6	11.93472	287.31579	0.83579	0.00268
2046.0	13.63716	307.33579	0.83579	0.004
1797.6	11.98138	288.42105	0.83579	0.004
875.8	5.8368	199.81579	0.8358	0.0027
2026.8	13.50914	306.94105	0.84211	0.004
1623.6	10.82152	274.53947	0.84211	0.00533
1887.6	12.58126	295.13158	0.84842	0.00409
1886.2	12.57196	294.87474	0.84842	0.00262
1273.0	8.48444	241.90105	0.84843	0.00401
67.2	0.44681	84.73684	0.84843	0.0027
611.8	4.077	169.0	0.84843	0.00268
143.2	0.95342	100.17789	0.84894	0.00262
317.8	2.11728	128.48684	0.84896	0.00131
2028.6	13.52114	307.11158	0.85474	0.004
273.0	1.81864	121.78947	0.85527	0.00131
1889.2	12.59194	295.52	0.85579	0.00401
5017.0	33.4414	449.95368	0.86158	0.00541
1549.4	10.3269	267.88842	0.8621	0.004
6873.4	45.8158	477.0	0.86843	0.004
793.6	5.2889	191.48	0.87475	0.00263
584.4	3.89438	165.31579	0.87475	0.00133
423.2	2.8198	145.14474	0.87528	0.00539
1789.0	11.92402	286.90105	0.88106	0.004
722.8	4.81696	182.34211	0.88158	0.00263
471.8	3.1438	152.15789	0.88158	0.00262
219.4	1.46134	114.18421	0.88158	0.00131
2143.4	14.2864	314.75	0.8879	0.004
1544.8	10.29622	266.22368	0.8879	0.00271
3511.6	23.4066	395.77632	0.88791	0.0068
3742.4	24.945	407.27632	0.88791	0.01341
1453.4	9.68696	257.92105	0.88842	0.00401
2257.4	15.04628	323.05263	0.88842	0.00401
2105.2	14.03176	311.78316	0.88842	0.004
479.8	3.19716	151.24316	0.89474	0.00133
483.0	3.21846	152.55895	0.89475	0.00131
2355.4	15.69952	329.61158	0.90105	0.004
3092.6	20.6136	374.85526	0.90158	0.0054
1239.0	8.25786	238.99368	0.90158	0.00392
8135.8	54.2308	464.06579	0.9079	0.0266
580.4	3.8677	164.81579	0.9079	0.0027
2396.0	15.97018	332.27632	0.9079	0.00401
414.6	2.76252	143.25	0.9079	0.00261
194.4	1.29465	109.93421	0.91421	0.00269
1586.8	10.57618	270.60526	0.91473	0.00268
2125.6	14.16776	314.67789	0.91473	0.00533
1997.4	13.31316	303.44105	0.91474	0.00409
1834.4	12.22666	290.88158	0.92105	0.004
93.0	0.61881	90.15158	0.92105	0.00131
822.6	5.48212	195.07895	0.92106	0.0027
727.2	4.84626	183.09895	0.92107	0.0013
43.4	0.28811	78.97368	0.92737	0.0027
280.4	1.86792	122.42105	0.92737	0.0027
688.6	4.58892	179.29579	0.92738	0.00139
3216.0	21.4362	382.16421	0.92738	0.0066
1713.4	11.4201	280.44105	0.92789	0.00271
79.6	0.52946	87.19053	0.93369	0.00262
45.6	0.30279	79.42737	0.93369	0.0027
494.2	3.29312	154.32895	0.94053	0.00131
199.4	1.32802	110.35526	0.94053	0.0027
2421.4	16.13948	334.06579	0.94053	0.00539
840.2	5.59954	197.06579	0.94053	0.00398
3942.0	26.2756	415.43421	0.94054	0.0054
2202.0	14.677	318.99368	0.94105	0.004
1675.6	11.16814	278.30947	0.94105	0.00401
947.4	6.31404	208.99368	0.94106	0.0027
291.4	1.94128	124.99368	0.94737	0.00262
2381.6	15.87422	332.17789	0.94737	0.00401
1884.6	12.56128	294.78947	0.94737	0.00399
2905.4	19.36578	365.48	0.94738	0.0066
7395.0	49.2928	482.39474	0.94738	0.0186
2024.8	13.49584	306.71684	0.95368	0.00531
682.4	4.54762	177.31579	0.95368	0.0027
1374.6	9.16166	251.68421	0.95369	0.00271
789.4	5.26084	190.21053	0.95369	0.00139
2778.6	18.52054	356.80263	0.95422	0.004
124.8	0.83071	96.23053	0.95422	0.0027
539.4	3.59436	159.98	0.96	0.0027
98.4	0.65479	91.30263	0.96052	0.00262
139.6	0.92943	99.18421	0.96053	0.00262
85.6	0.56944	88.5	0.96054	0.00132
1677.2	11.17882	278.59211	0.96054	0.004
3077.4	20.5124	370.99368	0.96106	0.00261
556.2	3.7064	162.56579	0.96684	0.00131
4346.4	28.9712	430.08526	0.96684	0.00541
543.4	3.62104	160.86211	0.96737	0.00141
4507.8	30.0472	436.38842	0.96738	0.01201
2187.8	14.58234	317.40789	0.97369	0.0027
827.6	5.5155	194.68421	0.97369	0.00531
1148.2	7.6526	229.45368	0.97369	0.00261
1883.2	12.55196	294.65789	0.97369	0.00401
2531.4	16.87268	341.63789	0.97369	0.00546
2023.2	13.48516	306.39474	0.9737	0.004
737.4	4.91422	184.64474	0.9737	0.0027
705.6	4.70224	181.47368	0.98	0.0027
703.2	4.68626	180.05895	0.98001	0.00268
300.2	1.99994	126.38842	0.98054	0.00131
1935.0	12.89728	299.00632	0.98633	0.004
1310.4	8.7338	245.36842	0.98684	0.0013
712.8	4.7503	182.0	0.98685	0.00262
443.4	2.9545	148.33579	0.98737	0.00401
944.2	6.29276	208.02	0.98737	0.0026
700.6	4.66896	180.03947	0.99315	0.00261
390.4	2.6012	139.53947	0.99315	0.00262
441.0	2.93852	147.24316	0.99316	0.00261
384.8	2.56384	138.90105	0.99316	0.00139
1136.2	7.57254	228.11158	0.99317	0.0027
549.4	3.66102	161.59895	0.9937	0.0014
88.2	0.58674	89.09895	0.9937	0.00269
5001.0	33.3348	449.46737	0.9937	0.0132
